,"Total Beds (ES,TH,SH)",,,,,,,,,,,,Emergency Shelter (ES),,,,,,,,,,Transitional Housing (TH),,,,,,,,,Rapid ReHousing (RRH),,,,,,,,,Safe Haven (SH),,,,,,,Permanent Supportive Housing (PSH),,,,,,,,,
CoC Number,"Total Year-Round Beds (ES,TH,RRH,SH)","Total Non-DV Year-Round Beds (ES,TH,RRH,SH)","Total HMIS Year-Round Beds (ES,TH,RRH,SH)","HMIS Participation Rate (ES,TH,RRH,SH)",Total Emergency Shelter (ES) Beds (excluding seasonal+overflow),Total Transitional Housing (TH) Beds,Total Rapid Rehousing (RRH) Beds,Total Safe Haven (SH) Beds,"Total Units for Households with Children (ES,TH,RRH)","Total Beds for Households with Children (ES,TH,RRH)","Total Beds for Households without Children (ES,TH,RRH,SH)","Total Beds for Households with only Children (ES,TH,RRH,SH)",Total Year-Round ES Beds,Total Non-DV Year-Round ES Beds,Total HMIS Year-Round ES Beds,ES HMIS Participation Rate,Total Seasonal ES Beds,Total Overflow ES Beds,Total ES Units for Households with Children,Total ES Beds for Households with Children,Total ES Beds for Households without Children,Total ES Beds for Households with only Children,Total TH Beds,Total Year-Round TH Beds,Total Non-DV Year-Round TH Beds,Total HMIS Year-Round TH Beds,TH HMIS Participation Rate,Total TH Units for Households with Children,Total TH Beds for Households with Children,Total TH Beds for Households without Children,Total TH Beds for Households with only Children,Total RRH Beds,Total Year-Round RRH Beds,Total Non-DV Year-Round RRH Beds,Total HMIS Year-Round RRH Beds,RRH HMIS Participation Rate,Total RRH Units for Households with Children,Total RRH Beds for Households with Children,Total RRH Beds for Households without Children,Total RRH Beds for Households with only Children,Total SH Beds,Total Year-Round SH Beds,Total Non-DV Year-Round SH Beds,Total HMIS Year-Round SH Beds,SH HMIS Participation Rate,Total SH Beds for Households without Children,Total SH Beds for Households with only Children,Total PSH Beds,Total Year-Round PSH Beds,Total Non-DV Year-Round PSH Beds,Total HMIS Year-Round PSH Beds,PSH HMIS Participation Rate,Total Chronic Homeless PSH Beds,Total PSH Units for Households with Children,Total PSH Beds for Households with Children,Total PSH Beds for Households without Children,Total PSH Beds for Households with only Children
PA-512,328,244,244,100.00%,186,142,0,0,52,182,146,0,186,148,148,100.00%,0,1,27,101,85,0,142,142,96,96,100.00%,25,81,61,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,203,203,203,182,89.70%,17,7,24,179,0
PA-600,1524,1387,1244,89.70%,433,1021,0,70,272,744,777,3,433,347,294,84.70%,60,7,54,153,277,3,1021,1021,970,880,90.70%,218,591,430,0,0,0,0,0,0.00%,0,0,0,0,70,70,70,70,100.00%,70,0,1818,1818,1818,1257,69.10%,583,441,1193,625,0
PA-601,806,663,554,83.60%,369,405,0,32,128,423,376,7,369,275,213,77.50%,30,37,48,171,198,0,405,405,356,309,86.80%,80,252,146,7,0,0,0,0,0.00%,0,0,0,0,32,32,32,32,100.00%,32,0,527,527,476,326,68.50%,73,93,252,275,0
PA-602,513,333,180,54.10%,323,190,0,0,74,232,281,0,323,188,82,43.60%,0,18,38,119,204,0,190,190,145,98,67.60%,36,113,77,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,487,487,462,418,90.50%,62,79,226,261,0
PA-603,128,94,84,89.40%,58,70,0,0,20,66,62,0,58,24,24,100.00%,10,0,14,47,11,0,70,70,70,60,85.70%,6,19,51,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,149,149,149,146,98.00%,17,21,57,92,0
PA-605,436,351,346,98.60%,249,187,0,0,75,216,220,0,249,192,192,100.00%,0,58,27,97,152,0,187,187,159,154,96.90%,48,119,68,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,556,556,556,378,68.00%,111,98,270,286,0
PR-502,1285,979,949,96.90%,264,996,3,22,96,402,883,0,264,183,183,100.00%,0,0,13,66,198,0,996,996,774,744,96.10%,83,336,660,0,3,3,0,0,0.00%,0,0,3,0,22,22,22,22,100.00%,22,0,1395,1395,1341,1327,99.00%,355,167,444,951,0
PR-503,718,611,562,92.00%,217,400,36,65,42,186,532,0,217,170,170,100.00%,0,0,3,47,170,0,400,400,340,327,96.20%,31,113,287,0,36,36,36,0,0.00%,8,26,10,0,65,65,65,65,100.00%,65,0,345,345,345,305,88.40%,177,43,153,192,0
RI-500,1181,1076,1012,94.10%,699,465,0,17,215,571,610,0,699,625,585,93.60%,47,67,109,273,426,0,465,465,434,410,94.50%,106,298,167,0,0,0,0,0,0.00%,0,0,0,0,17,17,17,17,100.00%,17,0,1615,1615,1611,1417,88.00%,324,284,746,869,0
SC-500,519,437,385,88.10%,191,158,170,0,67,208,311,0,191,155,134,86.50%,0,3,17,56,135,0,158,158,140,109,77.90%,20,47,111,0,170,170,142,142,100.00%,30,105,65,0,0,0,0,0,0.00%,0,0,274,274,274,68,24.80%,43,9,23,251,0
SC-501,1941,1763,1328,75.30%,788,1046,95,12,224,947,994,0,788,616,506,82.10%,140,85,27,350,438,0,1046,1046,1040,735,70.70%,163,523,523,0,95,95,95,75,78.90%,34,74,21,0,12,12,12,12,100.00%,12,0,277,277,277,158,57.00%,97,9,18,259,0
SC-502,1158,1031,943,91.50%,492,666,0,0,143,400,758,0,492,365,319,87.40%,235,41,52,158,334,0,666,666,666,624,93.70%,91,242,424,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,898,898,797,797,100.00%,57,213,480,418,0
SC-503,531,460,449,97.60%,246,285,0,0,55,201,323,7,246,187,187,100.00%,0,32,20,85,161,0,285,285,273,262,96.00%,35,116,162,7,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,509,509,509,484,95.10%,60,97,328,181,0
SD-500,1588,1146,433,37.80%,980,608,0,0,256,763,727,98,980,538,204,37.90%,70,85,205,596,346,38,608,608,608,229,37.70%,51,167,381,60,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,614,614,614,434,70.70%,139,71,247,367,0
TN-500,293,251,251,100.00%,167,126,0,0,52,150,143,0,167,157,157,100.00%,205,0,14,48,119,0,126,126,94,94,100.00%,38,102,24,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,424,424,405,342,84.40%,65,72,208,216,0
TN-501,1995,1919,1350,70.30%,451,1544,0,0,263,854,1133,8,451,424,378,89.20%,0,119,41,153,290,8,1544,1544,1495,972,65.00%,222,701,843,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,803,803,803,468,58.30%,519,63,196,607,0
TN-502,999,972,751,77.30%,453,546,0,0,104,180,809,10,453,438,438,100.00%,0,41,22,54,394,5,546,546,534,313,58.60%,82,126,415,5,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,552,552,448,336,75.00%,251,185,283,265,4
TN-503,340,243,209,86.00%,173,167,0,0,24,54,286,0,173,90,76,84.40%,0,0,20,40,133,0,167,167,153,133,86.90%,4,14,153,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,170,170,170,135,79.40%,28,21,74,96,0
TN-504,1679,1559,400,25.70%,890,773,0,16,106,334,1335,10,890,823,49,6.00%,321,0,43,143,737,10,773,773,720,335,46.50%,63,191,582,0,0,0,0,0,0.00%,0,0,0,0,16,16,16,16,100.00%,16,0,1260,1260,1260,785,62.30%,81,274,633,627,0
TN-506,311,254,91,35.80%,228,83,0,0,37,123,180,8,228,175,25,14.30%,0,3,24,80,140,8,83,83,79,66,83.50%,13,43,40,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,139,139,139,139,100.00%,49,66,139,0,0
TN-507,354,296,78,26.40%,262,84,0,8,141,268,86,0,262,219,24,11.00%,0,3,126,210,52,0,84,84,69,46,66.70%,15,58,26,0,0,0,0,0,0.00%,0,0,0,0,8,8,8,8,100.00%,8,0,212,212,212,207,97.60%,33,32,60,152,0
TN-509,486,413,194,47.00%,391,95,0,0,18,144,336,6,391,318,137,43.10%,18,0,18,144,241,6,95,95,95,57,60.00%,0,0,95,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,529,529,493,373,75.70%,254,69,232,297,0
TN-510,200,153,91,59.50%,126,64,10,0,22,85,115,0,126,87,59,67.80%,15,0,18,64,62,0,64,64,56,26,46.40%,3,17,47,0,10,10,10,6,60.00%,1,4,6,0,0,0,0,0,0.00%,0,0,217,217,215,107,49.80%,48,37,106,111,0
TN-512,322,176,141,80.10%,199,114,9,0,79,210,112,0,199,62,54,87.10%,0,93,59,169,30,0,114,114,105,78,74.30%,19,39,75,0,9,9,9,9,100.00%,1,2,7,0,0,0,0,0,0.00%,0,0,52,52,52,2,3.80%,2,44,50,2,0
TX-500,2087,1903,800,42.00%,1301,742,0,44,368,1010,1077,0,1301,1181,232,19.60%,0,12,179,458,843,0,742,742,678,524,77.30%,189,552,190,0,0,0,0,0,0.00%,0,0,0,0,44,44,44,44,100.00%,44,0,1504,1504,1504,889,59.10%,75,655,1165,339,0
TX-503,1159,925,895,96.80%,664,478,1,16,229,684,439,36,664,558,544,97.50%,0,164,83,280,364,20,478,478,350,334,95.40%,146,404,58,16,1,1,1,1,100.00%,0,0,1,0,16,16,16,16,100.00%,16,0,1035,1035,1019,574,56.30%,369,126,403,632,0
TX-600,3765,3177,977,30.80%,2182,1558,0,25,575,1607,2158,0,2182,1863,0,0.00%,0,50,249,625,1557,0,1558,1558,1289,952,73.90%,326,982,576,0,0,0,0,0,0.00%,0,0,0,0,25,25,25,25,100.00%,25,0,2557,2557,2557,1944,76.00%,1127,338,868,1689,0
TX-601,2228,1865,1862,99.80%,1263,928,17,20,340,1146,1066,16,1263,1089,1089,100.00%,41,71,88,411,836,16,928,928,739,736,99.60%,249,724,204,0,17,17,17,17,100.00%,3,11,6,0,20,20,20,20,100.00%,20,0,1482,1482,1482,1432,96.60%,770,199,579,903,0
TX-603,1410,1309,1064,81.30%,838,552,0,20,164,663,739,8,838,752,601,79.90%,0,51,58,294,536,8,552,552,537,443,82.50%,106,369,183,0,0,0,0,0,0.00%,0,0,0,0,20,20,20,20,100.00%,20,0,80,80,80,80,100.00%,47,5,16,64,0
TX-604,244,171,163,95.30%,123,113,0,8,36,138,106,0,123,68,68,100.00%,0,50,15,54,69,0,113,113,95,95,100.00%,21,84,29,0,0,0,0,0,0.00%,0,0,0,0,8,8,8,0,0.00%,8,0,92,92,88,28,31.80%,15,0,0,92,0
TX-607,5792,3723,1882,50.60%,4109,1573,110,0,755,2810,2869,113,4109,2418,1231,50.90%,80,192,463,1832,2171,106,1573,1573,1195,635,53.10%,271,908,658,7,110,110,110,16,14.50%,21,70,40,0,0,0,0,0,0.00%,0,0,1122,1122,1049,268,25.50%,679,124,400,722,0
TX-611,649,625,614,98.20%,580,69,0,0,72,261,388,0,580,556,545,98.00%,0,210,54,199,381,0,69,69,69,69,100.00%,18,62,7,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,215,215,215,122,56.70%,51,64,98,117,0
TX-624,369,308,308,100.00%,369,0,0,0,9,145,190,34,369,308,308,100.00%,0,0,9,145,190,34,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0,0,0.00%,0,0,0,0,0
TX-700,4060,3368,2584,76.70%,1269,2569,197,25,526,1832,2228,0,1269,1135,779,68.60%,0,57,126,489,780,0,2569,2569,2091,1666,79.70%,360,1216,1353,0,197,197,117,114,97.40%,40,127,70,0,25,25,25,25,100.00%,25,0,3242,3242,2990,1928,64.50%,276,588,2091,1151,0
TX-701,221,176,146,83.00%,151,70,0,0,39,66,155,0,151,106,92,86.80%,12,0,29,46,105,0,70,70,70,54,77.10%,10,20,50,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0,0,0.00%,0,0,0,0,0
TX-703,598,474,117,24.70%,239,359,0,0,70,196,365,37,239,155,57,36.80%,0,33,35,108,115,16,359,359,319,60,18.80%,35,88,250,21,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,63,63,63,39,61.90%,3,7,17,46,0
UT-500,1942,1636,1578,96.50%,1055,695,143,49,267,847,1069,26,1055,881,864,98.10%,700,25,104,325,706,24,695,695,563,522,92.70%,112,379,314,2,143,143,143,143,100.00%,51,143,0,0,49,49,49,49,100.00%,49,0,1632,1632,1632,1568,96.10%,619,234,783,849,0
UT-503,1045,679,550,81.00%,458,441,146,0,218,673,372,0,458,280,207,73.90%,9,9,61,192,266,0,441,441,253,197,77.90%,111,335,106,0,146,146,146,146,100.00%,46,146,0,0,0,0,0,0,0.00%,0,0,215,215,215,139,64.70%,115,6,23,192,0
UT-504,201,134,121,90.30%,89,53,59,0,53,144,48,9,89,53,44,83.00%,0,0,12,36,44,9,53,53,22,18,81.80%,27,49,4,0,59,59,59,59,100.00%,14,59,0,0,0,0,0,0,0.00%,0,0,188,188,160,160,100.00%,68,21,73,115,0
VA-500,1013,932,821,88.10%,354,469,170,20,128,423,590,0,354,303,297,98.00%,40,114,38,146,208,0,469,469,439,357,81.30%,35,127,342,0,170,170,170,147,86.50%,55,150,20,0,20,20,20,20,100.00%,20,0,775,775,775,440,56.80%,186,116,347,428,0
VA-501,744,622,409,65.80%,363,176,205,0,138,487,253,4,363,305,118,38.70%,177,97,44,181,178,4,176,176,145,119,82.10%,31,109,67,0,205,205,172,172,100.00%,63,197,8,0,0,0,0,0,0.00%,0,0,441,441,441,363,82.30%,174,52,203,238,0
VA-502,651,575,155,27.00%,561,90,0,0,78,313,338,0,561,485,65,13.40%,0,0,63,273,288,0,90,90,90,90,100.00%,15,40,50,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,136,136,136,54,39.70%,18,18,46,90,0
VA-503,370,260,223,85.80%,125,245,0,0,64,258,112,0,125,62,61,98.40%,64,38,16,74,51,0,245,245,198,162,81.80%,48,184,61,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,356,356,356,235,66.00%,68,27,96,260,0
VA-504,143,109,90,82.60%,92,51,0,0,12,60,79,4,92,67,58,86.60%,65,14,1,10,78,4,51,51,42,32,76.20%,11,50,1,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,67,67,67,67,100.00%,65,0,0,67,0
VA-505,529,417,233,55.90%,275,190,42,22,66,260,269,0,275,226,83,36.70%,215,39,30,107,168,0,190,190,127,112,88.20%,31,141,49,0,42,42,42,16,38.10%,5,12,30,0,22,22,22,22,100.00%,22,0,430,430,430,157,36.50%,42,61,129,301,0
VA-507,126,84,84,100.00%,72,54,0,0,26,92,34,0,72,30,30,100.00%,80,0,16,51,21,0,54,54,54,54,100.00%,10,41,13,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,134,134,134,134,100.00%,38,8,27,107,0
VA-508,246,196,178,90.80%,138,108,0,0,39,132,114,0,138,88,88,100.00%,0,0,26,82,56,0,108,108,108,90,83.30%,13,50,58,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,46,46,46,46,100.00%,0,9,23,23,0
VA-513,407,277,236,85.20%,317,30,60,0,54,200,188,19,317,226,191,84.50%,75,12,34,143,155,19,30,30,30,24,80.00%,3,12,18,0,60,60,21,21,100.00%,17,45,15,0,0,0,0,0,0.00%,0,0,42,42,42,4,9.50%,4,10,28,14,0
VA-514,210,152,144,94.70%,110,38,62,0,44,137,73,0,110,88,80,90.90%,37,13,15,50,60,0,38,38,38,38,100.00%,13,38,0,0,62,62,26,26,100.00%,16,49,13,0,0,0,0,0,0.00%,0,0,53,53,53,53,100.00%,40,1,4,49,0
VA-521,1050,765,600,78.40%,639,238,173,0,224,688,362,0,639,383,315,82.20%,48,6,123,354,285,0,238,238,218,191,87.60%,55,192,46,0,173,173,164,94,57.30%,46,142,31,0,0,0,0,0,0.00%,0,0,89,89,89,59,66.30%,37,9,25,64,0
VA-600,309,309,298,96.40%,126,177,0,6,92,247,62,0,126,126,115,91.30%,73,15,26,82,44,0,177,177,177,177,100.00%,66,165,12,0,0,0,0,0,0.00%,0,0,0,0,6,6,6,6,100.00%,6,0,155,155,155,155,100.00%,40,14,36,119,0
VA-601,1201,1049,969,92.40%,402,628,163,8,283,948,253,0,402,342,342,100.00%,230,83,74,257,145,0,628,628,536,472,88.10%,166,544,84,0,163,163,163,147,90.20%,43,147,16,0,8,8,8,8,100.00%,8,0,438,438,438,379,86.50%,146,36,131,307,0
VA-602,210,198,198,100.00%,79,91,40,0,54,177,33,0,79,67,67,100.00%,16,2,26,63,16,0,91,91,91,91,100.00%,18,82,9,0,40,40,40,40,100.00%,10,32,8,0,0,0,0,0,0.00%,0,0,2,2,2,2,100.00%,1,0,0,2,0
VA-603,296,279,274,98.20%,162,99,23,12,47,151,145,0,162,145,145,100.00%,67,4,20,70,92,0,99,99,99,99,100.00%,21,64,35,0,23,23,23,18,78.30%,6,17,6,0,12,12,12,12,100.00%,12,0,35,35,35,35,100.00%,2,3,8,27,0
VA-604,430,413,409,99.00%,157,171,102,0,108,369,61,0,157,140,136,97.10%,48,0,33,120,37,0,171,171,171,171,100.00%,54,168,3,0,102,102,102,102,100.00%,21,81,21,0,0,0,0,0,0.00%,0,0,73,73,73,73,100.00%,25,9,35,38,0
VI-500,151,105,92,87.60%,91,60,0,0,30,61,90,0,91,65,65,100.00%,0,0,10,41,50,0,60,60,40,27,67.50%,20,20,40,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,59,59,59,59,100.00%,12,10,30,29,0
VT-500,984,878,202,23.00%,721,257,0,6,224,622,362,0,721,638,92,14.40%,49,0,180,506,215,0,257,257,234,104,44.40%,44,116,141,0,0,0,0,0,0.00%,0,0,0,0,6,6,6,6,100.00%,6,0,422,422,422,281,66.60%,385,37,110,312,0
VT-501,430,386,29,7.50%,346,84,0,0,92,236,186,8,346,332,8,2.40%,0,0,74,196,150,0,84,84,54,21,38.90%,18,40,36,8,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,127,127,127,43,33.90%,70,3,6,121,0
WA-500,6848,6171,5079,82.30%,2645,4111,47,45,1211,3984,2818,46,2645,2459,1968,80.00%,431,133,220,773,1850,22,4111,4111,3620,3019,83.40%,977,3170,917,24,47,47,47,47,100.00%,14,41,6,0,45,45,45,45,100.00%,45,0,4365,4365,4365,3534,81.00%,1616,260,775,3590,0
WA-501,6878,6178,5535,89.60%,1879,1991,3008,0,1892,4620,2229,29,1879,1372,962,70.10%,274,118,334,1220,630,29,1991,1991,1817,1617,89.00%,433,1296,695,0,3008,3008,2989,2956,98.90%,1125,2104,904,0,0,0,0,0,0.00%,0,0,1763,1763,1763,1313,74.50%,366,198,539,1224,0
WA-502,1421,1369,826,60.30%,644,526,251,0,183,617,767,37,644,604,169,28.00%,0,0,50,233,374,37,526,526,514,406,79.00%,122,350,176,0,251,251,251,251,100.00%,11,34,217,0,0,0,0,0,0.00%,0,0,655,655,655,372,56.80%,200,91,202,453,0
WA-503,1263,1120,1026,91.60%,446,662,155,0,292,911,352,0,446,358,350,97.80%,108,37,77,219,227,0,662,662,633,547,86.40%,175,544,118,0,155,155,129,129,100.00%,40,148,7,0,0,0,0,0,0.00%,0,0,673,673,673,373,55.40%,389,28,101,572,0
WA-504,735,701,662,94.40%,392,272,71,0,123,377,337,21,392,373,359,96.20%,0,23,44,139,245,8,272,272,257,232,90.30%,63,179,80,13,71,71,71,71,100.00%,16,59,12,0,0,0,0,0,0.00%,0,0,893,893,893,733,82.10%,232,122,364,529,0
WA-507,646,547,244,44.60%,387,259,0,0,153,463,183,0,387,340,101,29.70%,70,29,71,227,160,0,259,259,207,143,69.10%,82,236,23,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,254,254,254,134,52.80%,80,36,102,152,0
WA-508,760,737,737,100.00%,161,286,303,10,224,616,144,0,161,138,138,100.00%,74,41,44,111,50,0,286,286,286,286,100.00%,100,242,44,0,303,303,303,303,100.00%,80,263,40,0,10,10,10,10,100.00%,10,0,443,443,443,226,51.00%,155,43,100,343,0
WI-500,4163,2983,2578,86.40%,2146,1821,189,7,901,2753,1402,8,2146,1404,1146,81.60%,220,304,400,1297,849,0,1821,1821,1383,1236,89.40%,442,1308,505,8,189,189,189,189,100.00%,59,148,41,0,7,7,7,7,100.00%,7,0,407,407,407,252,61.90%,70,23,67,340,0
WI-501,1584,1512,1375,90.90%,715,795,31,43,236,720,836,28,715,653,590,90.40%,25,0,81,235,452,28,795,795,785,719,91.60%,155,485,310,0,31,31,31,23,74.20%,0,0,31,0,43,43,43,43,100.00%,43,0,1257,1257,1257,1114,88.60%,165,83,237,1020,0
WI-502,305,242,200,82.60%,193,112,0,0,49,146,159,0,193,162,150,92.60%,0,0,29,85,108,0,112,112,80,50,62.50%,20,61,51,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,95,95,86,43,50.00%,31,2,6,89,0
WI-503,649,610,610,100.00%,321,314,0,14,106,345,300,4,321,296,296,100.00%,93,29,50,161,156,4,314,314,300,300,100.00%,56,184,130,0,0,0,0,0,0.00%,0,0,0,0,14,14,14,14,100.00%,14,0,1025,1025,1025,989,96.50%,29,160,583,442,0
WV-500,116,79,79,100.00%,76,40,0,0,23,62,54,0,76,53,53,100.00%,16,19,11,28,48,0,40,40,26,26,100.00%,12,34,6,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,18,18,18,18,100.00%,11,0,0,18,0
WV-501,291,270,270,100.00%,177,98,3,13,37,128,163,0,177,156,156,100.00%,0,1,19,60,117,0,98,98,98,98,100.00%,18,68,30,0,3,3,3,3,100.00%,0,0,3,0,13,13,13,13,100.00%,13,0,518,518,518,518,100.00%,87,34,99,419,0
WV-503,442,425,251,59.10%,305,128,9,0,45,149,288,5,305,288,140,48.60%,0,26,34,109,196,0,128,128,128,102,79.70%,11,40,83,5,9,9,9,9,100.00%,0,0,9,0,0,0,0,0,0.00%,0,0,156,156,156,106,67.90%,56,15,21,135,0
WV-508,1131,900,490,54.40%,720,406,5,0,151,477,654,0,720,589,327,55.50%,32,114,84,260,460,0,406,406,306,162,52.90%,66,214,192,0,5,5,5,1,20.00%,1,3,2,0,0,0,0,0,0.00%,0,0,514,514,514,164,31.90%,121,99,271,243,0
WY-500,905,688,483,70.20%,596,309,0,0,151,398,507,0,596,408,247,60.50%,0,16,69,229,367,0,309,309,280,236,84.30%,82,169,140,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0.00%,0,0,198,198,198,20,10.10%,6,24,75,77,46
Total,446078,392069,316554,,238708,185332,19847,2191,74148,235653,206413,4012,238708,203944,161331,,20822,27233,35065,118107,117885,2716,185332,185332,166772,135111,,33171,101843,82205,1284,19847,19847,19171,18053,,5912,15703,4132,12,2191,2191,2182,2059,,2191,0,284298,284298,281614,204518,,81666,39030,108065,176128,105
