,"Total Beds (ES, TH, SH)",,,,,,,,,,,Emergency Shelter (ES),,,,,,,,,,Transitional Housing (TH),,,,,,,,Safe Haven (SH),,,,,,,,Total Rapid Re-Housing (Including Demonstration Programs),,,,,,,,Rapid Re-Housing (Excluding Demonstration Programs),,,,,,,,Rapid Re-Housing Demonstration Projects (DEM),,,,,,,,Permanent Supportive Housing (PSH),,,,,,,,Other Permanent Housing (OPH),,,,,,,
KY-501,1062,1018,1018,95.86%,549,513,0,114,344,707,11,549,521,521,94.90%,0,120,52,163,375,11,513,497,497,96.88%,62,181,332,0,0,0,0,.,0,0,0,0,62,62,62,100.00%,14,41,21,0,62,62,62,100.00%,14,41,21,0,0,0,0,.,0,0,0,0,1687,1687,1301,77.12%,196,605,1082,0,98,98,98,100.00%,35,77,21,0
KY-502,1250,1210,757,60.56%,634,616,0,75,224,1016,10,634,594,245,38.64%,28,0,22,66,558,10,616,616,512,83.12%,53,158,458,0,0,0,0,.,0,0,0,0,67,67,67,100.00%,13,50,17,0,67,67,67,100.00%,13,50,17,0,0,0,0,.,0,0,0,0,598,598,308,51.51%,107,263,335,0,0,0,0,.,0,0,0,0
LA-500,396,316,312,78.79%,188,208,0,56,168,228,0,188,124,120,63.83%,0,13,22,57,131,0,208,192,192,92.31%,34,111,97,0,0,0,0,.,0,0,0,0,5,3,3,60.00%,1,3,2,0,5,3,3,60.00%,1,3,2,0,0,0,0,.,0,0,0,0,180,153,153,85.00%,25,75,105,0,27,27,27,100.00%,2,4,23,0
LA-502,550,526,397,72.18%,431,87,32,59,194,350,6,431,407,283,65.66%,0,0,59,194,237,0,87,87,82,94.25%,0,0,81,6,32,32,32,100.00%,0,0,32,0,138,138,0,0.00%,43,138,0,0,138,138,0,0.00%,43,138,0,0,0,0,0,.,0,0,0,0,350,350,263,75.14%,26,56,294,0,0,0,0,.,0,0,0,0
LA-503,1198,1154,1060,88.48%,569,619,10,80,245,953,0,569,554,538,94.55%,59,15,22,81,488,0,619,590,512,82.71%,58,164,455,0,10,10,10,100.00%,0,0,10,0,508,508,457,89.96%,88,277,231,0,310,310,259,83.55%,27,79,231,0,198,198,198,100.00%,61,198,0,0,2668,2668,1767,66.23%,182,573,2095,0,0,0,0,.,0,0,0,0
LA-504,791,739,527,66.62%,253,538,0,35,98,671,22,253,201,194,76.68%,0,0,23,70,171,12,538,538,333,61.90%,12,28,500,10,0,0,0,.,0,0,0,0,26,26,26,100.00%,2,5,21,0,26,26,26,100.00%,2,5,21,0,0,0,0,.,0,0,0,0,356,356,356,100.00%,45,87,269,0,0,0,0,.,0,0,0,0
LA-505,290,181,64,22.07%,74,216,0,56,175,103,12,74,40,20,27.03%,0,0,6,24,39,11,216,141,44,20.37%,50,151,64,1,0,0,0,.,0,0,0,0,91,91,91,100.00%,27,75,16,0,91,91,91,100.00%,27,75,16,0,0,0,0,.,0,0,0,0,120,120,105,87.50%,40,60,60,0,0,0,0,.,0,0,0,0
LA-506,262,181,68,25.95%,95,167,0,35,129,133,0,95,69,0,0.00%,0,1,8,31,64,0,167,112,68,40.72%,27,98,69,0,0,0,0,.,0,0,0,0,28,28,28,100.00%,6,24,4,0,28,28,28,100.00%,6,24,4,0,0,0,0,.,0,0,0,0,361,361,278,77.01%,60,193,168,0,0,0,0,.,0,0,0,0
LA-507,167,167,98,58.68%,97,70,0,4,54,113,0,97,97,46,47.42%,0,16,2,29,68,0,70,70,52,74.29%,2,25,45,0,0,0,0,.,0,0,0,0,5,5,5,100.00%,2,5,0,0,5,5,5,100.00%,2,5,0,0,0,0,0,.,0,0,0,0,236,236,61,25.85%,51,129,107,0,0,0,0,.,0,0,0,0
LA-508,183,133,105,57.38%,85,98,0,31,106,77,0,85,59,49,57.65%,0,0,19,59,26,0,98,74,56,57.14%,12,47,51,0,0,0,0,.,0,0,0,0,13,13,13,100.00%,2,6,7,0,13,13,13,100.00%,2,6,7,0,0,0,0,.,0,0,0,0,264,225,225,85.23%,44,162,102,0,0,0,0,.,0,0,0,0
LA-509,191,130,40,20.94%,139,52,0,14,84,83,24,139,78,16,11.51%,0,4,14,84,39,16,52,52,24,46.15%,0,0,44,8,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,99,99,95,95.96%,40,51,48,0,0,0,0,.,0,0,0,0
MA-500,6364,6191,5444,85.54%,5181,1156,27,1442,4082,2282,0,5181,5096,4531,87.45%,120,88,1292,3748,1433,0,1156,1068,896,77.51%,150,334,822,0,27,27,17,62.96%,0,0,27,0,176,176,176,100.00%,25,91,85,0,85,85,85,100.00%,0,0,85,0,91,91,91,100.00%,25,91,0,0,5093,5093,4854,95.31%,426,1006,4087,0,1339,1339,889,66.39%,388,1005,334,0
MA-502,535,535,495,92.52%,438,97,0,120,429,106,0,438,438,438,100.00%,14,0,88,368,70,0,97,97,57,58.76%,32,61,36,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,277,267,267,96.39%,44,82,195,0,0,0,0,.,0,0,0,0
MA-503,307,257,257,83.71%,250,57,0,62,161,146,0,250,200,200,80.00%,0,13,62,161,89,0,57,57,57,100.00%,0,0,57,0,0,0,0,.,0,0,0,0,71,71,53,74.65%,7,21,50,0,71,71,53,74.65%,7,21,50,0,0,0,0,.,0,0,0,0,238,238,238,100.00%,5,10,228,0,25,25,25,100.00%,0,0,25,0
MA-504,2143,1994,1853,86.47%,1922,214,7,572,1771,368,4,1922,1855,1807,94.02%,0,955,537,1686,232,4,214,132,40,18.69%,35,85,129,0,7,7,6,85.71%,0,0,7,0,1954,1954,639,32.70%,321,1954,0,0,1954,1954,639,32.70%,321,1954,0,0,0,0,0,.,0,0,0,0,782,782,592,75.70%,106,330,452,0,73,73,27,36.99%,0,0,73,0
MA-505,453,411,411,90.73%,179,274,0,56,175,278,0,179,152,152,84.92%,0,0,42,140,39,0,274,259,259,94.53%,14,35,239,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,308,308,278,90.26%,80,199,109,0,0,0,0,.,0,0,0,0
MA-506,1405,1348,1313,93.45%,896,496,13,316,1052,353,0,896,872,855,95.42%,0,442,237,800,96,0,496,463,445,89.72%,79,252,244,0,13,13,13,100.00%,0,0,13,0,218,218,218,100.00%,8,24,194,0,218,218,218,100.00%,8,24,194,0,0,0,0,.,0,0,0,0,912,912,727,79.71%,145,354,558,0,0,0,0,.,0,0,0,0
MA-507,549,515,509,92.71%,201,348,0,57,176,365,8,201,167,167,83.08%,66,247,38,122,79,0,348,348,342,98.28%,19,54,286,8,0,0,0,.,0,0,0,0,14,14,14,100.00%,0,0,14,0,14,14,14,100.00%,0,0,14,0,0,0,0,.,0,0,0,0,492,492,201,40.85%,29,111,381,0,59,59,41,69.49%,0,0,59,0
MA-508,555,472,427,76.94%,433,122,0,124,417,138,0,433,409,408,94.23%,60,0,99,341,92,0,122,63,19,15.57%,25,76,46,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,36,36,36,100.00%,0,0,36,0,70,52,52,74.29%,22,70,0,0
MA-509,450,421,357,79.33%,281,169,0,55,138,312,0,281,267,252,89.68%,36,15,29,72,209,0,169,154,105,62.13%,26,66,103,0,0,0,0,.,0,0,0,0,15,15,15,100.00%,4,9,6,0,15,15,15,100.00%,4,9,6,0,0,0,0,.,0,0,0,0,561,539,242,43.14%,33,104,457,0,0,0,0,.,0,0,0,0
MA-510,1525,1468,1396,91.54%,1399,120,6,518,1350,175,0,1399,1382,1310,93.64%,16,23,483,1269,130,0,120,80,80,66.67%,35,81,39,0,6,6,6,100.00%,0,0,6,0,11,11,11,100.00%,0,0,11,0,0,0,0,.,0,0,0,0,11,11,11,100.00%,0,0,11,0,482,475,293,60.79%,66,186,296,0,0,0,0,.,0,0,0,0
MA-511,978,926,915,93.56%,919,59,0,241,702,276,0,919,900,900,97.93%,27,783,225,658,261,0,59,26,15,25.42%,16,44,15,0,0,0,0,.,0,0,0,0,56,56,0,0.00%,3,6,50,0,56,56,0,0.00%,3,6,50,0,0,0,0,.,0,0,0,0,720,720,485,67.36%,133,320,400,0,0,0,0,.,0,0,0,0
MA-515,410,397,358,87.32%,316,94,0,94,317,93,0,316,303,303,95.89%,30,2,79,278,38,0,94,94,55,58.51%,15,39,55,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,165,165,144,87.27%,28,83,82,0,0,0,0,.,0,0,0,0
MA-516,1418,1265,1118,78.84%,1157,261,0,411,1171,247,0,1157,1127,1045,90.32%,14,635,332,970,187,0,261,138,73,27.97%,79,201,60,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,687,667,433,63.03%,84,247,440,0,282,282,236,83.69%,47,134,148,0
MA-517,179,164,164,91.62%,107,72,0,28,77,102,0,107,92,92,85.98%,0,0,21,55,52,0,72,72,72,100.00%,7,22,50,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,95,95,95,100.00%,8,26,69,0,40,40,39,97.50%,8,18,22,0
MA-518,193,92,61,31.61%,112,81,0,79,131,62,0,112,88,57,50.89%,0,376,54,54,58,0,81,4,4,4.94%,25,77,4,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,150,150,49,32.67%,0,0,150,0,16,7,0,0.00%,11,16,0,0
MA-519,243,215,185,76.13%,170,73,0,51,194,49,0,170,158,158,92.94%,0,0,31,140,30,0,73,57,27,36.99%,20,54,19,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,90,90,84,93.33%,8,28,62,0,0,0,0,.,0,0,0,0
MD-500,131,111,89,67.94%,80,51,0,20,97,34,0,80,60,38,47.50%,22,20,5,48,32,0,51,51,51,100.00%,15,49,2,0,0,0,0,.,0,0,0,0,14,14,14,100.00%,5,13,1,0,14,14,14,100.00%,5,13,1,0,0,0,0,.,0,0,0,0,82,82,82,100.00%,14,44,38,0,30,30,30,100.00%,6,17,13,0
MD-501,2505,2415,1701,67.90%,892,1573,40,216,793,1699,13,892,847,597,66.93%,75,347,26,243,636,13,1573,1528,1064,67.64%,190,550,1023,0,40,40,40,100.00%,0,0,40,0,241,210,195,80.91%,89,171,70,0,241,210,195,80.91%,89,171,70,0,0,0,0,.,0,0,0,0,3347,3347,2056,61.43%,840,1714,1633,0,43,43,43,100.00%,0,0,43,0
MD-502,149,121,109,73.15%,80,69,0,22,89,60,0,80,52,52,65.00%,70,0,13,46,34,0,69,69,57,82.61%,9,43,26,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,130,130,130,100.00%,36,99,31,0,0,0,0,.,0,0,0,0
MD-503,237,216,216,91.14%,147,90,0,60,165,72,0,147,126,126,85.71%,93,32,36,91,56,0,90,90,90,100.00%,24,74,16,0,0,0,0,.,0,0,0,0,13,13,13,100.00%,2,5,8,0,13,13,13,100.00%,2,5,8,0,0,0,0,.,0,0,0,0,208,208,208,100.00%,37,101,107,0,0,0,0,.,0,0,0,0
MD-504,107,98,98,91.59%,71,36,0,23,77,30,0,71,64,64,90.14%,26,0,14,47,24,0,36,34,34,94.44%,9,30,6,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,90,90,76,84.44%,15,44,46,0,0,0,0,.,0,0,0,0
MD-505,430,380,380,88.37%,377,53,0,35,270,160,0,377,348,348,92.31%,96,0,19,217,160,0,53,32,32,60.38%,16,53,0,0,0,0,0,.,0,0,0,0,181,181,181,100.00%,82,181,0,0,181,181,181,100.00%,82,181,0,0,0,0,0,.,0,0,0,0,445,445,220,49.44%,79,209,236,0,0,0,0,.,0,0,0,0
MD-506,115,104,104,90.43%,65,25,25,53,68,47,0,65,54,54,83.08%,25,10,43,43,22,0,25,25,25,100.00%,10,25,0,0,25,25,25,100.00%,0,0,25,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,37,37,37,100.00%,3,13,24,0,0,0,0,.,0,0,0,0
MD-507,131,109,62,47.33%,42,89,0,11,46,85,0,42,20,0,0.00%,35,0,1,22,20,0,89,89,62,69.66%,10,24,65,0,0,0,0,.,0,0,0,0,10,0,0,0.00%,2,7,3,0,10,0,0,0.00%,2,7,3,0,0,0,0,.,0,0,0,0,113,113,28,24.78%,5,15,98,0,0,0,0,.,0,0,0,0
MD-508,329,311,311,94.53%,236,93,0,44,235,94,0,236,218,218,92.37%,85,37,25,174,62,0,93,93,93,100.00%,19,61,32,0,0,0,0,.,0,0,0,0,6,6,6,100.00%,4,6,0,0,6,6,6,100.00%,4,6,0,0,0,0,0,.,0,0,0,0,252,252,252,100.00%,60,174,78,0,2,2,2,100.00%,0,0,2,0
MD-509,274,237,237,86.50%,137,137,0,43,141,133,0,137,108,108,78.83%,0,6,14,50,87,0,137,129,129,94.16%,29,91,46,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,49,49,49,100.00%,5,9,40,0,0,0,0,.,0,0,0,0
MD-510,30,10,10,33.33%,21,9,0,9,11,19,0,21,1,1,4.76%,0,0,7,9,12,0,9,9,9,100.00%,2,2,7,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,24,24,24,100.00%,4,4,20,0,0,0,0,.,0,0,0,0
MD-511,68,68,63,92.65%,31,37,0,12,31,37,0,31,31,31,100.00%,101,0,1,4,27,0,37,37,32,86.49%,11,27,10,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,105,105,105,100.00%,26,69,36,0,0,0,0,.,0,0,0,0
MD-512,250,202,103,41.20%,163,87,0,15,82,168,0,163,123,66,40.49%,56,0,10,66,97,0,87,79,37,42.53%,5,16,71,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,126,126,115,91.27%,26,37,89,0,0,0,0,.,0,0,0,0
MD-513,257,240,240,93.39%,207,50,0,33,89,168,0,207,190,190,91.79%,51,11,24,68,139,0,50,50,50,100.00%,9,21,29,0,0,0,0,.,0,0,0,0,27,27,27,100.00%,6,19,8,0,27,27,27,100.00%,6,19,8,0,0,0,0,.,0,0,0,0,216,216,186,86.11%,38,112,104,0,0,0,0,.,0,0,0,0
MD-600,444,444,327,73.65%,187,257,0,102,335,104,5,187,187,172,91.98%,50,0,16,118,64,5,257,257,155,60.31%,86,217,40,0,0,0,0,.,0,0,0,0,14,14,0,0.00%,3,14,0,0,0,0,0,.,0,0,0,0,14,14,0,0.00%,3,14,0,0,281,281,281,100.00%,71,192,89,0,185,185,185,100.00%,59,142,43,0
MD-601,619,541,541,87.40%,278,297,44,86,295,324,0,278,224,224,80.58%,87,400,41,130,148,0,297,273,273,91.92%,45,165,132,0,44,44,44,100.00%,0,0,44,0,95,95,95,100.00%,28,92,3,0,75,75,75,100.00%,21,72,3,0,20,20,20,100.00%,7,20,0,0,1900,1900,1776,93.47%,375,1193,707,0,24,24,24,100.00%,3,12,12,0
ME-500,1955,1608,1439,73.61%,828,1127,0,398,1229,726,0,828,671,556,67.15%,0,43,142,433,395,0,1127,937,883,78.35%,256,796,331,0,0,0,0,.,0,0,0,0,96,96,96,100.00%,40,59,37,0,96,96,96,100.00%,40,59,37,0,0,0,0,.,0,0,0,0,2180,2145,2113,96.93%,522,1222,958,0,0,0,0,.,0,0,0,0
ME-502,621,605,597,96.14%,376,230,15,67,218,399,4,376,360,360,95.74%,0,92,35,126,246,4,230,230,222,96.52%,32,92,138,0,15,15,15,100.00%,0,0,15,0,77,77,77,100.00%,22,61,16,0,77,77,77,100.00%,22,61,16,0,0,0,0,.,0,0,0,0,584,584,544,93.15%,51,165,419,0,0,0,0,.,0,0,0,0
MI-500,2039,1304,1077,52.82%,1192,847,0,416,1221,775,43,1192,643,519,43.54%,8,49,201,592,575,25,847,661,558,65.88%,215,629,200,18,0,0,0,.,0,0,0,0,221,221,221,100.00%,42,137,84,0,221,221,221,100.00%,42,137,84,0,0,0,0,.,0,0,0,0,756,743,743,98.28%,124,414,342,0,107,107,107,100.00%,25,91,16,0
MI-501,2421,2294,2163,89.34%,1183,1217,21,171,593,1813,15,1183,1116,1042,88.08%,354,4,53,303,872,8,1217,1157,1100,90.39%,118,290,920,7,21,21,21,100.00%,0,0,21,0,631,631,631,100.00%,139,366,265,0,631,631,631,100.00%,139,366,265,0,0,0,0,.,0,0,0,0,2294,2294,2159,94.12%,238,791,1503,0,2692,2692,2692,100.00%,466,1691,1001,0
MI-502,344,264,264,76.74%,125,203,16,57,226,106,12,125,80,80,64.00%,30,0,25,110,7,8,203,168,168,82.76%,32,116,83,4,16,16,16,100.00%,0,0,16,0,20,20,20,100.00%,0,0,20,0,20,20,20,100.00%,0,0,20,0,0,0,0,.,0,0,0,0,483,483,483,100.00%,103,303,180,0,952,952,952,100.00%,210,765,187,0
MI-503,354,310,242,68.36%,178,151,25,30,97,250,7,178,134,134,75.28%,80,5,18,61,111,6,151,151,83,54.97%,12,36,114,1,25,25,25,100.00%,0,0,25,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,148,148,148,100.00%,17,34,114,0,0,0,0,.,0,0,0,0
MI-504,301,256,247,82.06%,154,147,0,60,183,110,8,154,109,100,64.94%,105,0,14,57,91,6,147,147,147,100.00%,46,126,19,2,0,0,0,.,0,0,0,0,34,34,34,100.00%,8,26,8,0,34,34,34,100.00%,8,26,8,0,0,0,0,.,0,0,0,0,624,624,621,99.52%,112,364,260,0,425,425,4,0.94%,100,221,204,0
MI-505,364,364,364,100.00%,231,133,0,41,172,181,11,231,231,231,100.00%,0,16,25,90,131,10,133,133,133,100.00%,16,82,50,1,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,291,291,291,100.00%,50,155,136,0,0,0,0,.,0,0,0,0
MI-506,879,680,680,77.36%,357,522,0,133,431,430,18,357,303,303,84.87%,40,32,30,99,243,15,522,377,377,72.22%,103,332,187,3,0,0,0,.,0,0,0,0,206,206,206,100.00%,44,161,45,0,206,206,206,100.00%,44,161,45,0,0,0,0,.,0,0,0,0,860,860,839,97.56%,117,304,556,0,1330,1330,24,1.80%,291,1139,191,0
MI-507,619,519,519,83.84%,387,232,0,86,356,250,13,387,325,325,83.98%,0,131,26,172,202,13,232,194,194,83.62%,60,184,48,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,546,533,533,97.62%,113,352,194,0,0,0,0,.,0,0,0,0
MI-508,413,379,303,73.37%,340,73,0,27,112,294,7,340,310,234,68.82%,0,37,23,99,237,4,73,69,69,94.52%,4,13,57,3,0,0,0,.,0,0,0,0,214,214,214,100.00%,41,175,39,0,214,214,214,100.00%,41,175,39,0,0,0,0,.,0,0,0,0,460,460,302,65.65%,44,154,306,0,701,701,0,0.00%,141,541,160,0
MI-509,264,218,208,78.79%,195,69,0,36,112,147,5,195,149,149,76.41%,125,4,34,102,88,5,69,69,59,85.51%,2,10,59,0,0,0,0,.,0,0,0,0,41,41,36,87.80%,10,36,5,0,41,41,36,87.80%,10,36,5,0,0,0,0,.,0,0,0,0,410,410,273,66.59%,39,123,287,0,715,715,35,4.90%,116,430,285,0
MI-510,396,282,282,71.21%,216,174,6,67,177,204,15,216,190,190,87.96%,0,5,38,83,123,10,174,86,86,49.43%,29,94,75,5,6,6,6,100.00%,0,0,6,0,74,35,35,47.30%,21,59,15,0,74,35,35,47.30%,21,59,15,0,0,0,0,.,0,0,0,0,317,304,304,95.90%,55,159,158,0,375,375,0,0.00%,81,311,64,0
MI-511,117,51,33,28.21%,69,48,0,20,79,36,2,69,31,13,18.84%,15,10,7,35,34,0,48,20,20,41.67%,13,44,2,2,0,0,0,.,0,0,0,0,13,13,13,100.00%,1,2,11,0,13,13,13,100.00%,1,2,11,0,0,0,0,.,0,0,0,0,13,13,8,61.54%,1,2,11,0,109,109,0,0.00%,28,106,3,0
MI-512,270,215,215,79.63%,217,53,0,32,76,183,11,217,181,181,83.41%,0,0,25,58,156,3,53,34,34,64.15%,7,18,27,8,0,0,0,.,0,0,0,0,63,63,63,100.00%,12,33,30,0,63,63,63,100.00%,12,33,30,0,0,0,0,.,0,0,0,0,67,67,67,100.00%,10,27,40,0,0,0,0,.,0,0,0,0
MI-513,85,58,34,40.00%,53,32,0,12,46,39,0,53,37,15,28.30%,22,0,4,23,30,0,32,21,19,59.38%,8,23,9,0,0,0,0,.,0,0,0,0,23,23,23,100.00%,6,21,2,0,23,23,23,100.00%,6,21,2,0,0,0,0,.,0,0,0,0,38,38,38,100.00%,7,25,13,0,87,87,0,0.00%,11,38,49,0
MI-514,243,187,147,60.49%,147,83,13,30,99,142,2,147,91,77,52.38%,0,19,24,81,66,0,83,83,70,84.34%,6,18,63,2,13,13,0,0.00%,0,0,13,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,306,285,26,8.50%,9,27,279,0,0,0,0,.,0,0,0,0
MI-515,204,186,186,91.18%,85,119,0,38,87,117,0,85,67,67,78.82%,40,0,29,52,33,0,119,119,119,100.00%,9,35,84,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,16,16,4,25.00%,1,4,12,0,0,0,0,.,0,0,0,0
MI-516,185,162,162,87.57%,141,44,0,12,93,85,7,141,118,118,83.69%,0,21,6,73,61,7,44,44,44,100.00%,6,20,24,0,0,0,0,.,0,0,0,0,106,106,106,100.00%,22,68,38,0,106,106,106,100.00%,22,68,38,0,0,0,0,.,0,0,0,0,193,193,120,62.18%,41,118,75,0,545,545,34,6.24%,109,392,153,0
MI-517,201,158,158,78.61%,108,93,0,27,148,53,0,108,78,78,72.22%,0,10,2,68,40,0,93,80,80,86.02%,25,80,13,0,0,0,0,.,0,0,0,0,30,30,28,93.33%,3,9,21,0,30,30,28,93.33%,3,9,21,0,0,0,0,.,0,0,0,0,64,64,64,100.00%,12,43,21,0,0,0,0,.,0,0,0,0
MI-518,107,61,43,40.19%,52,55,0,44,83,14,10,52,32,18,34.62%,0,6,29,42,0,10,55,29,25,45.45%,15,41,14,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,24,24,23,95.83%,14,14,10,0,184,184,0,0.00%,38,145,39,0
MI-519,395,315,315,79.75%,162,233,0,69,244,151,0,162,142,142,87.65%,0,10,19,66,96,0,233,173,173,74.25%,50,178,55,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,103,103,100,97.09%,15,39,64,0,173,173,173,100.00%,39,134,39,0
MI-523,136,88,88,64.71%,42,94,0,29,133,3,0,42,30,30,71.43%,0,6,10,40,2,0,94,58,58,61.70%,19,93,1,0,0,0,0,.,0,0,0,0,53,53,53,100.00%,23,46,7,0,53,53,53,100.00%,23,46,7,0,0,0,0,.,0,0,0,0,13,13,13,100.00%,3,7,6,0,0,0,0,.,0,0,0,0
MN-500,3025,2818,2474,81.79%,1551,1474,0,443,1699,1285,41,1551,1383,1333,85.94%,100,262,165,629,904,18,1474,1435,1141,77.41%,278,1070,381,23,0,0,0,.,0,0,0,0,2177,2177,2177,100.00%,714,1970,202,5,2177,2177,2177,100.00%,714,1970,202,5,0,0,0,.,0,0,0,0,6148,6080,3418,55.60%,779,2620,3478,50,0,0,0,.,0,0,0,0
MN-501,1365,1119,616,45.13%,781,584,0,213,685,664,16,781,555,179,22.92%,0,11,84,306,468,7,584,564,437,74.83%,129,379,196,9,0,0,0,.,0,0,0,0,343,343,343,100.00%,81,233,110,0,343,343,343,100.00%,81,233,110,0,0,0,0,.,0,0,0,0,2897,2897,2376,82.02%,435,1474,1423,0,0,0,0,.,0,0,0,0
MN-502,467,332,256,54.82%,246,221,0,103,385,82,0,246,167,96,39.02%,23,5,42,179,67,0,221,165,160,72.40%,61,206,15,0,0,0,0,.,0,0,0,0,34,34,34,100.00%,10,34,0,0,34,34,34,100.00%,10,34,0,0,0,0,0,.,0,0,0,0,439,439,433,98.63%,64,204,235,0,83,83,60,72.29%,17,55,28,0
MN-503,406,330,300,73.89%,264,142,0,115,265,141,0,264,188,174,65.91%,0,32,66,158,106,0,142,142,126,88.73%,49,107,35,0,0,0,0,.,0,0,0,0,190,190,154,81.05%,69,190,0,0,190,190,154,81.05%,69,190,0,0,0,0,0,.,0,0,0,0,718,713,607,84.54%,149,397,321,0,0,0,0,.,0,0,0,0
MN-504,68,48,48,70.59%,18,50,0,13,47,21,0,18,16,16,88.89%,0,1,4,8,10,0,50,32,32,64.00%,9,39,11,0,0,0,0,.,0,0,0,0,61,61,61,100.00%,15,49,12,0,61,61,61,100.00%,15,49,12,0,0,0,0,.,0,0,0,0,159,144,129,81.13%,34,89,70,0,0,0,0,.,0,0,0,0
MN-505,543,468,338,62.25%,329,214,0,104,289,245,9,329,262,215,65.35%,30,0,58,179,142,8,214,206,123,57.48%,46,110,103,1,0,0,0,.,0,0,0,0,74,74,31,41.89%,12,41,33,0,74,74,31,41.89%,12,41,33,0,0,0,0,.,0,0,0,0,376,364,281,74.73%,132,236,138,2,114,106,80,70.18%,34,100,14,0
MN-506,223,192,192,86.10%,110,113,0,49,141,72,10,110,87,87,79.09%,20,25,20,62,38,10,113,105,105,92.92%,29,79,34,0,0,0,0,.,0,0,0,0,9,9,9,100.00%,3,5,4,0,9,9,9,100.00%,3,5,4,0,0,0,0,.,0,0,0,0,406,406,372,91.63%,97,319,87,0,0,0,0,.,0,0,0,0
MN-508,197,176,176,89.34%,99,98,0,37,104,93,0,99,78,78,78.79%,0,47,14,44,55,0,98,98,98,100.00%,23,60,38,0,0,0,0,.,0,0,0,0,196,196,196,100.00%,56,189,7,0,196,196,196,100.00%,56,189,7,0,0,0,0,.,0,0,0,0,361,356,356,98.61%,77,275,86,0,31,31,31,100.00%,8,20,11,0
MN-509,379,330,321,84.70%,184,195,0,72,210,126,43,184,135,126,68.48%,0,0,31,75,81,28,195,195,195,100.00%,41,135,45,15,0,0,0,.,0,0,0,0,87,87,87,100.00%,21,74,13,0,87,87,87,100.00%,21,74,13,0,0,0,0,.,0,0,0,0,683,683,578,84.63%,140,362,317,4,0,0,0,.,0,0,0,0
MN-511,106,90,90,84.91%,57,49,0,28,90,16,0,57,41,41,71.93%,0,0,16,51,6,0,49,49,49,100.00%,12,39,10,0,0,0,0,.,0,0,0,0,58,58,58,100.00%,11,36,22,0,58,58,58,100.00%,11,36,22,0,0,0,0,.,0,0,0,0,185,185,178,96.22%,42,145,40,0,0,0,0,.,0,0,0,0
