,"Total Beds (ES,TH,SH)",,,,,,,,,,Emergency Shelter (ES),,,,,,,,,Transitional Housing (TH),,,,,,,,Safe Haven (SH),,,,,,Permanent Supportive Housing (PSH),,,,,,,,
SC-504,666,444,385,86.70%,109,557,0,63,152,514,109,47,47,100.00%,0,20,54,58,51,557,557,397,338,85.10%,9,94,463,0,0,0,0,0.00%,0,147,147,108,108,100.00%,11,5,19,128
SD-500,"1,379",969,348,35.90%,716,663,0,224,643,736,716,306,157,51.30%,0,42,139,405,311,663,663,663,191,28.80%,85,238,425,0,0,0,0,0.00%,0,257,257,257,221,86.00%,145,25,85,172
TN-500,351,297,232,78.10%,193,158,0,60,163,188,193,193,128,66.30%,0,0,23,59,134,158,158,104,104,100.00%,37,104,54,0,0,0,0,0.00%,0,363,363,363,276,76.00%,214,20,63,300
TN-501,"1,617","1,528","1,324",86.60%,411,"1,206",0,227,728,889,411,384,303,78.90%,0,50,50,170,241,"1,206","1,206","1,144","1,021",89.20%,177,558,648,0,0,0,0,0.00%,0,291,291,291,282,96.90%,144,32,84,207
TN-502,858,814,677,83.20%,413,445,0,58,190,668,413,393,392,99.70%,0,119,20,67,346,445,445,421,285,67.70%,38,123,322,0,0,0,0,0.00%,0,183,183,183,159,86.90%,67,22,39,144
TN-503,281,196,142,72.40%,124,157,0,18,70,211,124,53,38,71.70%,0,29,10,40,84,157,157,143,104,72.70%,8,30,127,0,0,0,0,0.00%,0,124,124,124,124,100.00%,24,12,48,76
TN-504,"1,363","1,242",459,37.00%,709,638,16,93,288,"1,075",709,636,70,11.00%,200,0,26,107,602,638,638,590,373,63.20%,67,181,457,16,16,16,16,100.00%,16,982,982,982,887,90.30%,163,115,312,670
TN-506,221,180,82,45.60%,174,47,0,31,100,121,174,137,39,28.50%,0,0,20,63,111,47,47,43,43,100.00%,11,37,10,0,0,0,0,0.00%,0,63,63,63,63,100.00%,29,17,34,29
TN-507,210,153,115,75.20%,76,134,0,37,124,86,76,49,37,75.50%,25,14,20,56,20,134,134,104,78,75.00%,17,68,66,0,0,0,0,0.00%,0,237,237,237,237,100.00%,55,38,85,152
TN-509,430,375,390,104.00%,322,108,0,14,72,358,322,267,282,105.60%,0,11,4,32,290,108,108,108,108,100.00%,10,40,68,0,0,0,0,0.00%,0,143,143,143,143,100.00%,86,19,57,86
TN-510,134,78,34,43.60%,126,8,0,19,85,49,126,78,34,43.60%,0,10,18,80,46,8,8,0,0,.,1,5,3,0,0,0,0,0.00%,0,61,61,61,61,100.00%,19,11,25,36
TN-512,260,125,75,60.00%,252,8,0,54,146,114,252,117,75,64.10%,0,355,54,146,106,8,8,8,0,0.00%,0,0,8,0,0,0,0,0.00%,0,0,0,0,0,0.00%,0,0,0,0
TX-500,"1,800","1,529","1,188",77.70%,777,979,44,315,"1,006",794,777,627,490,78.10%,241,10,108,346,431,979,979,858,654,76.20%,207,660,319,44,44,44,44,100.00%,44,809,809,809,228,28.20%,37,218,634,175
TX-501,819,754,247,32.80%,526,293,0,102,254,565,526,461,91,19.70%,80,0,78,144,382,293,293,293,156,53.20%,24,110,183,0,0,0,0,0.00%,0,67,67,67,15,22.40%,20,0,0,67
TX-503,"1,300","1,079",998,92.50%,722,562,16,208,630,670,722,629,623,99.00%,170,92,74,256,466,562,562,434,359,82.70%,134,374,188,16,16,16,16,100.00%,16,453,453,453,431,95.10%,57,19,61,392
TX-504,108,87,87,100.00%,68,40,0,14,48,60,68,47,47,100.00%,0,0,8,18,50,40,40,40,40,100.00%,6,30,10,0,0,0,0,0.00%,0,40,40,40,40,100.00%,19,4,8,32
TX-600,"4,326","4,326",990,22.90%,"2,751","1,550",25,475,"1,472","2,854","2,751","2,751",151,5.50%,0,168,180,632,"2,119","1,550","1,550","1,550",814,52.50%,295,840,710,25,25,25,25,100.00%,25,"1,065","1,065","1,065",895,84.00%,553,73,183,882
TX-601,"2,285","1,869","1,713",91.70%,"1,292",973,20,366,"1,140","1,145","1,292","1,118","1,011",90.40%,0,72,85,398,894,973,973,731,682,93.30%,281,742,231,20,20,20,20,100.00%,20,"1,344","1,344","1,344","1,305",97.10%,486,220,547,797
TX-603,"1,307","1,193","1,025",85.90%,744,543,20,154,596,711,744,645,584,90.50%,0,79,48,240,504,543,543,528,421,79.70%,106,356,187,20,20,20,20,100.00%,20,215,215,215,135,62.80%,78,13,31,184
TX-604,281,203,203,100.00%,115,166,0,33,139,142,115,55,55,100.00%,0,14,13,51,64,166,166,148,148,100.00%,20,88,78,0,0,0,0,0.00%,0,53,53,53,18,34.00%,4,1,3,50
TX-607,"3,245","1,867","1,379",73.90%,"2,610",635,0,497,"1,677","1,568","2,610","1,390","1,010",72.70%,25,66,361,"1,264","1,346",635,635,477,369,77.40%,136,413,222,0,0,0,0,0.00%,0,0,0,0,0,0.00%,0,0,0,0
TX-610,87,55,63,114.50%,53,34,0,18,61,26,53,21,29,138.10%,0,26,8,27,26,34,34,34,34,100.00%,10,34,0,0,0,0,0,0.00%,0,48,48,48,48,100.00%,0,0,0,48
TX-611,647,623,627,100.60%,573,74,0,59,215,432,573,549,553,100.70%,0,17,36,144,429,74,74,74,74,100.00%,23,71,3,0,0,0,0,0.00%,0,356,356,356,63,17.70%,21,106,266,90
TX-613,458,398,45,11.30%,413,45,0,60,179,279,413,353,0,0.00%,17,44,50,154,259,45,45,45,45,100.00%,10,25,20,0,0,0,0,0.00%,0,52,52,52,52,100.00%,28,11,24,28
TX-624,275,238,0,0.00%,275,0,0,25,90,185,275,238,0,0.00%,0,13,25,90,185,0,0,0,0,0.00%,0,0,0,0,0,0,0,0.00%,0,0,0,0,0,0.00%,0,0,0,0
TX-700,"4,277","3,499","2,249",64.30%,"1,227","3,030",20,436,"1,686","2,591","1,227",989,783,79.20%,0,98,103,514,713,"3,030","3,030","2,490","1,446",58.10%,333,"1,172","1,858",20,20,20,20,100.00%,20,"1,524","1,524","1,363","1,295",95.00%,299,202,709,815
TX-701,329,283,174,61.50%,261,68,0,41,96,233,261,215,106,49.30%,0,10,28,69,192,68,68,68,68,100.00%,13,27,41,0,0,0,0,0.00%,0,0,0,0,0,0.00%,0,0,0,0
TX-702,251,191,110,57.60%,141,110,0,40,176,75,141,81,0,0.00%,0,0,20,66,75,110,110,110,110,100.00%,20,110,0,0,0,0,0,0.00%,0,34,34,34,34,100.00%,0,7,34,0
TX-703,297,247,143,57.90%,166,131,0,39,73,224,166,166,80,48.20%,0,0,15,39,127,131,131,81,63,77.80%,24,34,97,0,0,0,0,0.00%,0,94,94,94,10,10.60%,0,15,46,48
TX-704,357,229,229,100.00%,249,108,0,40,161,196,249,172,172,100.00%,0,279,28,107,142,108,108,57,57,100.00%,12,54,54,0,0,0,0,0.00%,0,47,47,47,47,100.00%,27,0,0,47
UT-500,"1,848","1,683","1,363",81.00%,839,960,49,260,856,992,839,686,617,89.90%,452,124,81,254,585,960,960,948,697,73.50%,179,602,358,49,49,49,49,100.00%,49,"1,151","1,151","1,151",919,79.80%,417,189,538,613
UT-503,"1,082",733,567,77.40%,528,554,0,170,593,489,528,294,254,86.40%,0,81,93,326,202,554,554,439,313,71.30%,77,267,287,0,0,0,0,0.00%,0,83,83,83,83,100.00%,83,0,0,83
UT-504,285,179,103,57.50%,124,161,0,58,198,87,124,82,63,76.80%,0,0,25,90,34,161,161,97,40,41.20%,33,108,53,0,0,0,0,0.00%,0,244,244,220,192,87.30%,123,20,46,198
VA-500,"1,010",966,662,68.50%,269,720,21,78,274,736,269,225,225,100.00%,125,112,23,92,177,720,720,720,416,57.80%,55,182,538,21,21,21,21,100.00%,21,408,408,408,339,83.10%,80,69,213,195
VA-501,445,385,173,44.90%,312,133,0,43,183,262,312,270,80,29.60%,100,104,27,112,200,133,133,115,93,80.90%,16,71,62,0,0,0,0,0.00%,0,270,270,270,249,92.20%,95,33,131,139
VA-502,659,576,237,41.10%,378,281,0,39,178,481,378,295,117,39.70%,14,5,24,123,255,281,281,281,120,42.70%,15,55,226,0,0,0,0,0.00%,0,87,87,87,87,100.00%,0,11,33,54
VA-503,374,244,224,91.80%,163,211,0,64,261,113,163,96,79,82.30%,64,23,16,85,78,211,211,148,145,98.00%,48,176,35,0,0,0,0,0.00%,0,203,203,203,203,100.00%,54,4,9,194
VA-504,157,125,58,46.40%,103,54,0,16,81,76,103,77,58,75.30%,65,14,8,40,63,54,54,48,0,0.00%,8,41,13,0,0,0,0,0.00%,0,47,47,47,47,100.00%,35,3,8,39
VA-505,415,318,149,46.90%,163,230,22,66,258,157,163,141,56,39.70%,362,0,28,86,77,230,230,155,71,45.80%,38,172,58,22,22,22,22,100.00%,22,254,254,254,114,44.90%,83,21,73,181
VA-507,143,101,101,100.00%,72,71,0,30,111,32,72,30,30,100.00%,60,0,17,62,10,71,71,71,71,100.00%,13,49,22,0,0,0,0,0.00%,0,89,89,89,64,71.90%,44,5,10,79
VA-508,236,176,110,62.50%,136,100,0,34,93,143,136,94,28,29.80%,0,0,21,36,100,100,100,82,82,100.00%,13,57,43,0,0,0,0,0.00%,0,68,68,68,68,100.00%,8,17,56,12
VA-509,80,80,80,100.00%,58,22,0,19,19,61,58,58,58,100.00%,0,27,19,19,39,22,22,22,22,100.00%,0,0,22,0,0,0,0,0.00%,0,0,0,0,0,0.00%,0,0,0,0
VA-510,89,69,0,0.00%,81,8,0,57,57,32,81,61,0,0.00%,0,0,57,57,24,8,8,8,0,0.00%,0,0,8,0,0,0,0,0.00%,0,55,55,55,0,0.00%,0,0,0,55
VA-512,32,32,32,100.00%,10,22,0,9,32,0,10,10,10,100.00%,0,0,3,10,0,22,22,22,22,100.00%,6,22,0,0,0,0,0,0.00%,0,8,8,8,8,100.00%,5,0,0,8
VA-513,237,133,34,25.60%,158,79,0,30,92,145,158,79,22,27.80%,0,35,15,45,113,79,79,54,12,22.20%,15,47,32,0,0,0,0,0.00%,0,49,49,49,4,8.20%,7,10,28,21
VA-514,137,114,112,98.20%,105,32,0,32,87,50,105,82,80,97.60%,50,0,19,55,50,32,32,32,32,100.00%,13,32,0,0,0,0,0,0.00%,0,7,7,7,0,0.00%,7,0,0,7
VA-517,144,144,117,81.30%,83,61,0,20,56,88,83,83,65,78.30%,0,0,19,54,29,61,61,61,52,85.20%,1,2,59,0,0,0,0,0.00%,0,0,0,0,0,0.00%,0,0,0,0
VA-518,161,129,145,112.40%,134,27,0,22,103,58,134,102,118,115.70%,15,31,17,76,58,27,27,27,27,100.00%,5,27,0,0,0,0,0,0.00%,0,0,0,0,0,0.00%,0,0,0,0
VA-519,53,35,32,91.40%,53,0,0,11,47,6,53,35,32,91.40%,30,0,11,47,6,0,0,0,0,0.00%,0,0,0,0,0,0,0,0.00%,0,21,21,21,0,0.00%,0,0,0,21
VA-521,897,605,45,7.40%,447,450,0,185,751,146,447,206,24,11.70%,0,2,89,358,89,450,450,399,21,5.30%,96,393,57,0,0,0,0,0.00%,0,12,12,12,0,0.00%,0,0,0,12
VA-600,281,281,179,63.70%,115,161,5,56,212,69,115,115,94,81.70%,40,6,19,71,44,161,161,161,80,49.70%,37,141,20,5,5,5,5,100.00%,5,48,48,48,48,100.00%,27,7,14,34
VA-601,"1,491","1,343",863,64.30%,371,"1,112",8,344,"1,175",316,371,337,329,97.60%,205,61,62,206,165,"1,112","1,112",998,526,52.70%,282,969,143,8,8,8,8,100.00%,8,267,267,267,241,90.30%,95,5,24,243
VA-602,127,115,115,100.00%,66,61,0,28,97,30,66,54,54,100.00%,16,2,14,46,20,61,61,61,61,100.00%,14,51,10,0,0,0,0,0.00%,0,2,2,2,2,100.00%,1,0,0,2
VA-603,348,348,348,100.00%,199,149,0,57,204,144,199,199,199,100.00%,57,10,28,101,98,149,149,149,149,100.00%,29,103,46,0,0,0,0,0.00%,0,35,35,35,35,100.00%,25,3,10,25
VA-604,431,372,337,90.60%,180,251,0,107,345,86,180,145,145,100.00%,38,0,35,112,68,251,251,227,192,84.60%,72,233,18,0,0,0,0,0.00%,0,18,18,18,15,83.30%,16,0,0,18
VI-500,123,80,83,103.80%,58,65,0,11,34,89,58,15,29,193.30%,25,0,10,30,28,65,65,65,54,83.10%,1,4,61,0,0,0,0,0.00%,0,52,52,52,52,100.00%,0,9,26,26
VT-500,508,413,253,61.30%,246,256,6,66,199,309,246,170,92,54.10%,18,19,39,115,131,256,256,237,155,65.40%,27,84,172,6,6,6,6,100.00%,6,280,280,280,213,76.10%,61,52,128,152
VT-501,283,244,133,54.50%,124,159,0,51,144,139,124,111,93,83.80%,1,91,19,58,66,159,159,133,40,30.10%,32,86,73,0,0,0,0,0.00%,0,164,164,164,95,57.90%,66,3,5,159
WA-500,"6,777","6,170","5,138",83.30%,"2,428","4,304",45,"1,103","4,053","2,724","2,428","2,241","1,902",84.90%,307,32,207,780,"1,648","4,304","4,304","3,884","3,191",82.20%,896,"3,273","1,031",45,45,45,45,100.00%,45,"3,089","3,089","3,089","2,587",83.70%,"1,087",212,740,"2,349"
WA-501,"5,389","4,662","2,122",45.50%,"1,821","3,568",0,"1,222","3,613","1,776","1,821","1,317",600,45.60%,200,188,340,"1,134",687,"3,568","3,568","3,345","1,522",45.50%,882,"2,479","1,089",0,0,0,0,0.00%,0,"1,301","1,301","1,301",446,34.30%,338,150,471,830
WA-502,"1,274","1,185","1,089",91.90%,670,604,0,200,602,672,670,581,589,101.40%,0,96,65,227,443,604,604,604,500,82.80%,135,375,229,0,0,0,0,0.00%,0,307,307,307,284,92.50%,119,37,86,221
WA-503,"1,677","1,521","1,052",69.20%,360,"1,317",0,480,"1,293",384,360,306,263,85.90%,146,0,56,151,209,"1,317","1,317","1,215",789,64.90%,424,"1,142",175,0,0,0,0,0.00%,0,451,451,451,323,71.60%,102,45,157,294
WA-504,"1,498","1,417","1,212",85.50%,355,"1,143",0,374,"1,190",308,355,336,187,55.70%,0,30,42,135,220,"1,143","1,143","1,081","1,025",94.80%,332,"1,055",88,0,0,0,0,0.00%,0,901,901,901,837,92.90%,190,182,572,329
WA-507,509,474,164,34.60%,264,245,0,117,299,210,264,229,68,29.70%,62,29,37,120,144,245,245,245,96,39.20%,80,179,66,0,0,0,0,0.00%,0,113,113,113,92,81.40%,9,7,21,92
WA-508,803,775,663,85.50%,252,551,0,180,478,325,252,224,224,100.00%,74,25,57,165,87,551,551,551,439,79.70%,123,313,238,0,0,0,0,0.00%,0,430,430,430,263,61.20%,144,81,197,233
WI-500,"3,663","2,487","2,033",81.70%,"1,831","1,825",7,809,"2,475","1,188","1,831","1,121",872,77.80%,197,365,336,"1,099",732,"1,825","1,825","1,359","1,154",84.90%,473,"1,376",449,7,7,7,7,100.00%,7,593,593,593,542,91.40%,33,120,354,239
WI-501,"1,502","1,429","1,359",95.10%,724,735,43,211,692,810,724,661,641,97.00%,0,30,85,286,438,735,735,725,675,93.10%,126,406,329,43,43,43,43,100.00%,43,821,821,821,760,92.60%,93,75,214,607
WI-502,293,228,182,79.80%,202,91,0,41,149,144,202,171,125,73.10%,0,30,18,81,121,91,91,57,57,100.00%,23,68,23,0,0,0,0,0.00%,0,41,41,36,36,100.00%,19,1,4,37
WI-503,531,495,487,98.40%,282,235,14,76,235,296,282,246,257,104.50%,50,54,37,120,162,235,235,235,216,91.90%,39,115,120,14,14,14,14,100.00%,14,632,632,632,613,97.00%,106,89,293,339
WV-500,179,142,121,85.20%,134,45,0,27,70,109,134,111,90,81.10%,0,0,14,29,105,45,45,31,31,100.00%,13,41,4,0,0,0,0,0.00%,0,16,16,16,16,100.00%,11,0,0,16
WV-501,328,307,293,95.40%,218,98,12,45,174,154,218,197,183,92.90%,0,0,21,95,123,98,98,98,98,100.00%,24,79,19,12,12,12,12,100.00%,12,269,269,269,249,92.60%,45,27,57,212
WV-503,421,402,243,60.40%,281,140,0,54,174,247,281,262,145,55.30%,0,34,34,104,177,140,140,140,98,70.00%,20,70,70,0,0,0,0,0.00%,0,82,82,82,76,92.70%,47,0,0,82
WV-508,925,689,422,61.20%,565,360,0,139,332,593,565,449,298,66.40%,0,15,96,190,375,360,360,240,124,51.70%,43,142,218,0,0,0,0,0.00%,0,91,91,91,91,100.00%,25,12,29,62
WY-500,739,451,159,35.30%,488,251,0,129,367,372,488,237,66,27.80%,0,61,79,210,278,251,251,214,93,43.50%,50,157,94,0,0,0,0,0.00%,0,96,96,96,0,0.00%,0,0,0,96
Total,"424,042","369,447","279,821",,"214,425","207,589","2,028","67,083","213,595","210,447","214,425","178,206","140,351",,"20,419","30,565","31,964","103,531","110,894","207,589","207,589","189,213","137,517",,"35,119","110,064","97,525","2,028","2,028","2,028","1,953",,"2,028","219,381","219,381","217,048","159,986",,"50,602","30,649","87,718","131,663"
